2501.088135,1652.905151
2500.383301,1550.041992
2499.678223,1574.618896
2498.973389,1624.009033
2498.268066,1545.752319
2497.562744,1538.415405
2496.857422,1531.080811
2496.151855,1679.66687
2495.446289,1548.305664
2494.740723,1569.3125
2494.034912,1668.234375
2493.328857,1572.351196
2492.622803,1596.884766
2491.916504,1713.455444
2491.210449,1699.022461
2490.503906,1525.336182
2489.797363,1666.631714
2489.09082,1606.219849
2488.384033,1673.172485
2487.677246,1648.146729
2486.970215,1559.476929
2486.263184,1583.976685
2485.555908,1714.521362
2484.848633,1594.072632
2484.141113,1657.428467
2483.433594,1565.294556
2482.726074,1607.437622
2482.018311,1674.292847
2481.310303,1670.492798
2480.602295,1663.16272
2479.894287,1659.365479
2479.186035,1584.969482
2478.477783,1662.362915
2477.769287,1612.692139
2477.060791,1619.490112
2476.352051,1622.758179
2475.643311,1647.18811
2474.934326,1657.503662
2474.225342,1667.815918
2473.516357,1741.583374
2472.807129,1632.03186
2472.097656,1659.964844
2471.388184,1596.270508
2470.678711,1782.744507
2469.968994,1683.824463
2469.259033,1669.465942
2468.549316,1605.810791
2467.839111,1609.073975
2467.12915,1636.978882
2466.418701,1735.271118
2465.708496,1632.934204
2464.997803,1608.04126
2464.287354,1671.109375
2463.57666,1660.288452
2462.865723,1804.218628
2462.154785,1751.182495
2461.443848,1747.385498
2460.732666,1711.951904
2460.02124,1778.457031
2459.309814,1637.604492
2458.598389,1739.236206
2457.886719,1767.061157
2457.175049,1812.439575
2456.463135,1812.148438
2455.751221,1713.539551
2455.039063,1699.221191
2454.326904,1660.335693
2453.614502,1653.049683
2452.9021,1645.765869
2452.189453,1859.521851
2451.476807,1729.428223
2450.76416,1669.524414
2450.05127,1774.461304
2449.338135,1770.669922
2448.625,1784.408203
2447.911865,1819.172852
2447.198486,1734.770386
2446.485107,1822.092041
2445.771484,1814.792236
2445.057617,1800.488892
2444.343994,1747.664429
2443.629883,1782.401123
2442.916016,1747.102417
2442.201904,1645.302856
2441.487549,1792.041626
2440.773193,1823.249146
2440.058594,1794.964233
2439.343994,1812.16748
2438.629395,1937.797852
2437.914551,1850.054443
2437.199463,1790.312866
2436.484375,1734.086548
2435.769287,1824.692749
2435.053955,1799.93396
2434.338623,1771.688721
2433.623047,1792.366943
2432.907227,1746.665283
2432.19165,1830.210571
2431.475586,1847.377075
2430.759766,1885.487793
2430.043701,1745.541016
2429.327393,1815.070557
2428.611084,1797.328491
2427.894531,1793.549805
2427.177979,1943.280884
2426.461182,1841.808105
2425.744385,1918.241211
2425.027588,1851.676514
2424.310547,1844.405151
2423.593506,1840.62207
2422.876221,1861.238403
2422.158691,1923.666992
2421.441162,1749.140015
2420.723633,1790.663574
2420.005859,1786.891968
2419.288086,1936.358398
2418.570068,1786.316284
2417.852051,1855.65918
2417.133789,1834.474365
2416.415527,1802.85498
2415.697021,1840.842896
2414.978516,1802.274048
2414.26001,1895.909302
2413.54126,1871.256592
2412.822266,1916.16394
2412.103271,1912.378052
2411.384277,1877.30481
2410.665039,1849.194824
2409.945557,1831.519775
2409.226074,1869.447388
2408.506592,1862.19751
2407.786865,1823.686646
2407.067139,1819.919434
2406.347168,1847.406494
2405.626953,1982.516968
2404.906982,1780.853149
2404.186523,1922.872437
2403.466309,1880.918335
2402.74585,1943.070801
2402.025146,1765.827637
2401.304443,1966.724487
2400.583496,1879.704834
2399.862549,1952.219727
2399.141357,1969.239624
2398.420166,1837.198242
2397.698975,1861.16272
2396.977539,1892.050049
2396.255859,1926.391968
2395.53418,1874.118408
2394.8125,1967.333618
2394.090576,1946.237671
2393.368408,1852.436035
2392.646484,1914.451904
2391.924072,1934.911133
2391.20166,1969.206909
2390.479248,1854.700317
2389.756592,1999.708374
2389.033936,1878.31543
2388.311035,1971.393921
2387.588135,1915.74707
2386.86499,1918.895142
2386.141846,1863.274658
2385.418701,2035.79126
2384.695068,1955.979126
2383.97168,1914.200317
2383.248047,2034.80481
2382.52417,1861.770142
2381.800293,1937.447632
2381.076172,1930.228638
2380.352051,2047.299805
2379.62793,1864.018921
2378.903564,1950.000977
2378.179199,1918.628784
2377.45459,1970.071899
2376.729736,1969.75354
2376.004883,2093.602539
2375.280029,1948.425537
2374.554932,1982.590332
2373.829834,1937.453247
2373.104492,1981.949341
2372.37915,1991.967773
2371.653564,2008.87439
2370.927979,1943.09082
2370.202148,2111.563965
2369.476318,1952.794678
2368.750244,1928.374146
2368.02417,2055.451904
2367.297852,2013.810547
2366.571533,1910.229248
2365.844971,1885.831055
2365.118408,1906.17041
2364.391846,2015.947876
2363.665039,1991.544312
2362.937988,2008.41748
2362.210938,1997.776855
2361.483887,2028.395264
2360.756592,2062.440918
2360.029053,2044.922852
2359.301514,2003.356445
2358.573975,1948.060425
2357.846191,1968.356201
2357.118164,2067.641602
2356.390137,2101.647461
2355.662109,2128.775146
2354.933838,2063.204346
2354.205566,2093.761963
2353.477051,2014.490479
2352.748535,2127.396729
2352.019775,1938.362061
2351.291016,1982.640381
